rowid,ID,Country,Type,Date,Year,Title,Outcome
5028,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should amend Act XXXVI of 2013 on the election procedure in such a way that law so that government advertisements cannot appear in press products during the election campaign period?,PreInadmissible
5029,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should amend Act XXXVI of 2013 on the election procedure in such a way that law so that local government advertisements cannot appear in press products during the election campaign period?,PreInadmissible
5030,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should amend Act XXXVI of 2013 on the election procedure in such a way that law so that no government advertisement can be shown in the program during the election campaign period?,PreInadmissible
5031,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should amend Act XXXVI of 2013 on the election procedure in such a way that law so that no municipal advertisement can be shown in the program during the election campaign period?,PreInadmissible
5032,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,"Do you agree that the Parliament should amend Act XXXVI of 2013 on the election procedure in such a way that law, so that during the election campaign period, the advertisement of a publicly owned business company cannot be shown in the program?",PreInadmissible
5033,Hungary Proactive,Hungary,Proactive,2018-10-05,2018,"Do you agree that the Parliament should amend the CLXIII of 2011. law on the prosecution in such a way that § 25 is supplemented with the following: ""(3) The chief prosecutor cooperates with the European Public Prosecutor's Office by complying with the Basic Law and the laws on international criminal cooperation""?",PreInadmissible
5034,Hungary Proactive,Hungary,Proactive,2018-12-12,2018,Do you agree that the Parliament should enact a law so that a maximum of three hundred hours of extraordinary working time per year can be ordered based on the provision of the collective agreement in a legal relationship aimed at employment?,PreInadmissible
5035,Hungary Proactive,Hungary,Proactive,2018-12-06,2018,Do you agree that the Parliament should enact a law that the duration of the working time frame should be a maximum of twelve months in the case of a collective agreement?,PreInadmissible
5036,Hungary Proactive,Hungary,Proactive,2018-12-06,2018,"Do you agree that the Parliament should enact a law that, in the case of a collective agreement, it is not possible to order more than three hundred hours of extraordinary working time per calendar year?",PreInadmissible
5037,Hungary Proactive,Hungary,Proactive,2018-12-06,2018,"Do you agree that the Parliament should enact a law that, in the case of full-time working hours, no more than two hundred and fifty hours of extraordinary working time can be ordered per calendar year?",PreInadmissible
5038,Hungary Proactive,Hungary,Proactive,2018-10-17,2018,Do you agree that the Parliament should enact a law to ensure that priority health care is not included in the benefits to the Secretary of State?,PreInadmissible
5039,Hungary Proactive,Hungary,Proactive,2018-10-17,2018,Do you agree that the Parliament should enact a law to ensure that priority health care is not included in the benefits to which the minister is entitled?,PreInadmissible
5040,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should enact a law to ensure that publicly funded advertisements appearing in press products are distributed proportionally among the media providers based on the annual average readership data ?,PreInadmissible
5041,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should enact a law to ensure that the publicly funded advertisements appearing in the program are distributed proportionally among the media providers based on the annual average audience data ?,PreInadmissible
5042,Hungary Proactive,Hungary,Proactive,2018-07-27,2018,Do you agree that the Parliament should enact a law to ensure that the publicly funded advertisements appearing in the program are distributed proportionally among the media providers based on the annual average viewership data ?,PreInadmissible
5043,Hungary Proactive,Hungary,Proactive,2018-08-02,2018,Do you agree that the Parliament should repeal Act V of 2013 on the Civil Code 6:215 Section (2) regarding the mandatory writing of real estate sales contracts?,PreInadmissible
5044,Hungary Proactive,Hungary,Proactive,2018-07-26,2018,Do you agree that the parties should not receive state support for campaign activities during the election of members of the National Assembly?,PreInadmissible
5045,Hungary Proactive,Hungary,Proactive,2018-10-12,2018,Do you agree that the state finances the first 10 semesters of education for students pursuing higher education?,PreInadmissible
5046,Hungary Proactive,Hungary,Proactive,2018-06-01,2018,"Do you agree that with regard to laws that can be created or amended with the consent of a qualified majority of two-thirds of the representatives of the Parliament, only those laws adopted by the Parliament - which are ordered in a valid national referendum on the basis of Article 8 (1) of the Basic Law, can become effective confirmed by the majority of voters?",PreInadmissible
5047,Hungary Proactive,Hungary,Proactive,2018-05-23,2018,"Do you agree that, with respect to laws that can be created or amended with the consent of a qualified majority of two-thirds of the members of the Parliament, only those laws passed by the Parliament can become effective, which were ordered by the Parliament in a valid national referendum based on Article 8(1) of the Basic Law, were they confirmed with the consent of the majority of voters?",PreInadmissible
5048,Hungary Proactive,Hungary,Proactive,2018-10-04,2018,"Do you agree with the fact that the National Assembly regulates the old-age pension with the same content as the provisions in force on December 30, 2011?",PreInadmissible
5049,Hungary Proactive,Hungary,Proactive,2018-11-13,2018,"Do you agree with the fact that the Parliament regulates by law programs, posters, political advertisements and political advertisements that serve to promote the government or encourage its support, or that promote its name, purpose, activities, password, emblem, appear or are published in a manner similar to advertising , the number ratio of virtual advertising such that no more than 12, i.e. twelve themes per theme, per theme per theme, a maximum of 1,000, i.e. one thousand pieces of programs, or posters, or political advertisements and political advertisements, or virtual advertisements can be published per calendar year?",PreInadmissible
